category,scope,region,target,lead_months,model,calibration,n_test_months,bs_reference,bs_model,bss_vs_climatology,bss_ci_low,bss_ci_high,roc_auc_dry,hss,delta_bss,claim_status,headline,notes,source_file
forecast_informed_landsurface_benchmark,landsurface_cfsv2_rzsm_southern_great_plains_lead1_allcycles,Southern Great Plains,ERA5-Land root-zone soil moisture dry fraction,1,NCEI CFSv2 soil-moisture forecast 4-cycle mean anomaly_isotonic,anomaly_isotonic,39,0.06944821284507209,0.040747114573563385,0.41327338884207554,-0.007620973276581893,0.6337068498534565,,,,positive_uncertain,False,"NOAA NCEI THREDDS CFSv2 monthly-mean flxf soilw forecast mapped to ERA5-Land root-zone soil-moisture dry-fraction probability. Observed dry thresholds and climatology use the train period; calibration is validation-only. This is a forecast-informed land-surface benchmark, not a lag-only ML model; CFSv2 member aggregation=4-cycle mean.",outputs/landsurface_cfsv2_rzsm_southern_great_plains_lead1_allcycles_monthly_scores.csv
forecast_informed_landsurface_benchmark,landsurface_cfsv2_rzsm_southern_great_plains_lead1_allcycles,Southern Great Plains,ERA5-Land root-zone soil moisture dry fraction,1,NCEI CFSv2 soil-moisture forecast 4-cycle mean raw_isotonic,raw_isotonic,39,0.06944821284507209,0.05122951094130725,0.2623350718096643,0.03789698064960255,0.4320856449793799,,,,robust_positive,False,"NOAA NCEI THREDDS CFSv2 monthly-mean flxf soilw forecast mapped to ERA5-Land root-zone soil-moisture dry-fraction probability. Observed dry thresholds and climatology use the train period; calibration is validation-only. This is a forecast-informed land-surface benchmark, not a lag-only ML model; CFSv2 member aggregation=4-cycle mean.",outputs/landsurface_cfsv2_rzsm_southern_great_plains_lead1_allcycles_monthly_scores.csv
forecast_informed_landsurface_benchmark,landsurface_cfsv2_rzsm_southern_great_plains_lead1_allcycles,Southern Great Plains,ERA5-Land root-zone soil moisture dry fraction,1,NCEI CFSv2 soil-moisture forecast 4-cycle mean selected,selected,39,0.06944821284507209,0.040747114573563385,0.41327338884207554,-0.009549336237372018,0.6329543874925473,,,,positive_uncertain,True,"NOAA NCEI THREDDS CFSv2 monthly-mean flxf soilw forecast mapped to ERA5-Land root-zone soil-moisture dry-fraction probability. Observed dry thresholds and climatology use the train period; calibration is validation-only. This is a forecast-informed land-surface benchmark, not a lag-only ML model; CFSv2 member aggregation=4-cycle mean.",outputs/landsurface_cfsv2_rzsm_southern_great_plains_lead1_allcycles_monthly_scores.csv
multi_region_selected_checkpoint,multi_region_spi1_lead1,California Central Valley,SPI-1 dry fraction,1,spatial XGBoost,isotonic,63,0.0642783915033546,0.0659779185254207,-0.0264400988001913,-0.12448747003432,0.0470407181338282,0.6800733142691606,,,not_distinguishable_from_climatology,True,Region slug=cvalley; raw BSS=-0.196.,results/multiregion/multiregion_summary.csv
multi_region_selected_checkpoint,multi_region_spi1_lead1,California Central Valley,SPI-1 dry fraction,1,tabular XGBoost,isotonic,63,0.0642783915033546,0.0681640553289958,-0.0604505454284494,-0.2072471386127067,0.0242254670518961,0.6702245752456955,,,not_distinguishable_from_climatology,False,Region slug=cvalley; raw BSS=-0.218.,results/multiregion/multiregion_summary.csv
multi_region_selected_checkpoint,multi_region_spi1_lead1,California Central Valley (basin-mask sensitivity),SPI-1 dry fraction,1,spatial XGBoost,isotonic,63,0.0683066976439079,0.0698619926097578,-0.022769289388836,-0.149108507303362,0.0459529206966408,0.723249241191695,,,not_distinguishable_from_climatology,False,Region slug=cvalley_basin_masked; raw BSS=-0.045.,results/multiregion/multiregion_summary.csv
multi_region_selected_checkpoint,multi_region_spi1_lead1,California Central Valley (basin-mask sensitivity),SPI-1 dry fraction,1,tabular XGBoost,isotonic,63,0.0683066976439079,0.0697169833850878,-0.0206463756823946,-0.1285208541488486,0.0423252060601063,0.719930105427472,,,not_distinguishable_from_climatology,True,Region slug=cvalley_basin_masked; raw BSS=-0.022.,results/multiregion/multiregion_summary.csv
multi_region_selected_checkpoint,multi_region_spi1_lead1,Horn of Africa bounding box (country-mask sensitivity),SPI-1 dry fraction,1,spatial XGBoost,isotonic,63,0.0134345534864319,0.0138524854129814,-0.0311087321935619,-0.3024123316724255,0.3196699796106816,0.5772511763268253,,,not_distinguishable_from_climatology,True,Region slug=horn_of_africa_country_masked; raw BSS=-2.134.,results/multiregion/multiregion_summary.csv
multi_region_selected_checkpoint,multi_region_spi1_lead1,Horn of Africa bounding box (country-mask sensitivity),SPI-1 dry fraction,1,tabular XGBoost,isotonic,63,0.0134345534864319,0.0140527161125456,-0.0460128895789455,-0.3116599812459186,0.3125497326970867,0.5694025460013744,,,not_distinguishable_from_climatology,False,Region slug=horn_of_africa_country_masked; raw BSS=-2.554.,results/multiregion/multiregion_summary.csv
multi_region_selected_checkpoint,multi_region_spi1_lead1,Mediterranean Spain bounding box,SPI-1 dry fraction,1,spatial XGBoost,isotonic,63,0.0479774351080381,0.0469159689757779,0.0221242784210944,-0.1513906317630123,0.1764650444321788,0.5383253092024431,,,positive_uncertain,False,Region slug=mediterranean_spain; raw BSS=-0.529.,results/multiregion/multiregion_summary.csv
multi_region_selected_checkpoint,multi_region_spi1_lead1,Mediterranean Spain bounding box,SPI-1 dry fraction,1,tabular XGBoost,isotonic,63,0.0479774351080381,0.045865113019248,0.044027407551768,-0.1510430884140117,0.2409632775351689,0.5380477523521959,,,positive_uncertain,True,Region slug=mediterranean_spain; raw BSS=-0.531.,results/multiregion/multiregion_summary.csv
multi_region_selected_checkpoint,multi_region_spi1_lead1,Mediterranean Spain bounding box (basin-mask sensitivity),SPI-1 dry fraction,1,spatial XGBoost,isotonic,63,0.0436844649346493,0.0473796723833056,-0.0845885935465671,-0.2343410217289551,0.0340980808411184,0.5208518133238813,,,not_distinguishable_from_climatology,True,Region slug=mediterranean_spain_basin_masked; raw BSS=-0.484.,results/multiregion/multiregion_summary.csv
multi_region_selected_checkpoint,multi_region_spi1_lead1,Mediterranean Spain bounding box (basin-mask sensitivity),SPI-1 dry fraction,1,tabular XGBoost,isotonic,63,0.0436844649346493,0.0483397985913301,-0.106567258260918,-0.2780069121389265,0.0365658167178827,0.534541206465421,,,not_distinguishable_from_climatology,False,Region slug=mediterranean_spain_basin_masked; raw BSS=-0.426.,results/multiregion/multiregion_summary.csv
multi_region_selected_checkpoint,multi_region_spi1_lead1,Mediterranean Spain bounding box (country-mask sensitivity),SPI-1 dry fraction,1,spatial XGBoost,isotonic,63,0.0494367837890003,0.0482749579456556,0.0235012424817813,-0.1991037434426051,0.304857908720377,0.4800319781877001,,,positive_uncertain,True,Region slug=mediterranean_spain_country_masked; raw BSS=-0.606.,results/multiregion/multiregion_summary.csv
multi_region_selected_checkpoint,multi_region_spi1_lead1,Mediterranean Spain bounding box (country-mask sensitivity),SPI-1 dry fraction,1,tabular XGBoost,isotonic,63,0.0494367837890003,0.0485562426779307,0.0178114562393013,-0.2305514022870592,0.3000333313409598,0.4801536936978526,,,positive_uncertain,False,Region slug=mediterranean_spain_country_masked; raw BSS=-0.637.,results/multiregion/multiregion_summary.csv
multi_region_selected_checkpoint,multi_region_spi1_lead1,Murray-Darling Basin bounding box (basin-mask sensitivity),SPI-1 dry fraction,1,spatial XGBoost,platt,63,0.0282592148097357,0.047689263278459,-0.6875650508884437,-1.3792706556343253,-0.3009396734943719,0.6424297035644446,,,robust_negative,False,Region slug=murray_darling_basin_masked; raw BSS=-0.954.,results/multiregion/multiregion_summary.csv
multi_region_selected_checkpoint,multi_region_spi1_lead1,Murray-Darling Basin bounding box (basin-mask sensitivity),SPI-1 dry fraction,1,tabular XGBoost,platt,63,0.0282592148097357,0.0463297042634263,-0.6394547610524957,-1.308198580874294,-0.2784625144252496,0.6305661290201023,,,robust_negative,True,Region slug=murray_darling_basin_masked; raw BSS=-0.696.,results/multiregion/multiregion_summary.csv
multi_region_selected_checkpoint,multi_region_spi1_lead1,Southern Great Plains,SPI-1 dry fraction,1,spatial XGBoost,isotonic,63,0.0477214390856399,0.0516345981285478,-0.0820000217488283,-0.1479039892441277,-0.0018953031791721,0.5103296839014559,,,robust_negative,True,Region slug=southern_great_plains; raw BSS=-0.383.,results/multiregion/multiregion_summary.csv
multi_region_selected_checkpoint,multi_region_spi1_lead1,Southern Great Plains,SPI-1 dry fraction,1,tabular XGBoost,isotonic,63,0.0477214390856399,0.0516431867664616,-0.0821799961602964,-0.1444997832160732,-0.0006627151677277,0.5203674229642155,,,robust_negative,False,Region slug=southern_great_plains; raw BSS=-0.414.,results/multiregion/multiregion_summary.csv
multi_region_selected_checkpoint,multi_region_spi1_lead1,Southern Great Plains (basin-mask sensitivity),SPI-1 dry fraction,1,spatial XGBoost,isotonic,63,0.0560087373856951,0.0554415548090729,0.0101266802841194,-0.0977650760252542,0.1502212327158114,0.5670026762040379,,,positive_uncertain,True,Region slug=southern_great_plains_basin_masked; raw BSS=-0.159.,results/multiregion/multiregion_summary.csv
multi_region_selected_checkpoint,multi_region_spi1_lead1,Southern Great Plains (basin-mask sensitivity),SPI-1 dry fraction,1,tabular XGBoost,isotonic,63,0.0560087373856951,0.05856299510881,-0.0456046296049397,-0.1150072417531306,0.0342976259812602,0.5652023021755925,,,not_distinguishable_from_climatology,False,Region slug=southern_great_plains_basin_masked; raw BSS=-0.222.,results/multiregion/multiregion_summary.csv
operational_dynamical_benchmark,operational_spi1_lead1_nmme_anomaly,California Central Valley,SPI-1 dry fraction,1,CPC NMME anomaly forecast isotonic,isotonic,63,0.06427839150335463,0.06411919603078431,0.0024766561335314297,-0.4358406980685161,0.23897478000619435,,,,positive_uncertain,False,CPC NMME precipitation-anomaly forecast mapped to monthly dry-fraction probability. Uses validation-only calibration; source_model=CPC_NMME_ENSMEAN.,outputs/operational_precip_benchmark_monthly_scores.csv
operational_dynamical_benchmark,operational_spi1_lead1_nmme_anomaly,California Central Valley,SPI-1 dry fraction,1,CPC NMME anomaly forecast selected,selected,63,0.06427839150335463,0.06411919603078431,0.0024766561335314297,-0.4368457757696822,0.23496721125726686,,,,positive_uncertain,True,CPC NMME precipitation-anomaly forecast mapped to monthly dry-fraction probability. Uses validation-only calibration; source_model=CPC_NMME_ENSMEAN.,outputs/operational_precip_benchmark_monthly_scores.csv
operational_dynamical_benchmark,operational_spi1_lead1_nmme_probability,California Central Valley,SPI-1 dry fraction,1,CPC NMME probability forecast isotonic,isotonic,52,0.07725413415740696,0.06710286289153658,0.13140101014124306,-0.2923813493356469,0.3307504851149728,,,,positive_uncertain,False,Official CPC NMME below-normal precipitation probability mapped to monthly dry-fraction probability. Uses validation-only calibration; source_model=CPC_NMME_PROB_ADJ_MON.,outputs/operational_nmme_cpc_prob_spi1_lead1_monthly_scores.csv
operational_dynamical_benchmark,operational_spi1_lead1_nmme_probability,California Central Valley,SPI-1 dry fraction,1,CPC NMME probability forecast raw,raw,52,0.07725413415740696,0.09640857858037642,-0.24794070416920166,-1.153653054246026,0.08816725033741063,,,,not_distinguishable_from_climatology,True,Official CPC NMME below-normal precipitation probability mapped to monthly dry-fraction probability. Uses validation-only calibration; source_model=CPC_NMME_PROB_ADJ_MON.,outputs/operational_nmme_cpc_prob_spi1_lead1_monthly_scores.csv
operational_dynamical_benchmark,operational_spi1_lead1_nmme_probability,California Central Valley,SPI-1 dry fraction,1,CPC NMME probability forecast selected,selected,52,0.07725413415740696,0.06710286289153658,0.13140101014124306,-0.3144156584318137,0.3253745369683524,,,,positive_uncertain,True,Official CPC NMME below-normal precipitation probability mapped to monthly dry-fraction probability. Uses validation-only calibration; source_model=CPC_NMME_PROB_ADJ_MON.,outputs/operational_nmme_cpc_prob_spi1_lead1_monthly_scores.csv
operational_dynamical_benchmark,operational_spi3_lead3_ncei_cfsv2_anomaly,California Central Valley,SPI-3 dry fraction,3,NCEI CFSv2 precipitation forecast isotonic,isotonic,55,0.09297869115276171,0.12115542447626809,-0.3030450630587249,-1.1683643912913664,0.19219415393529324,,,,not_distinguishable_from_climatology,False,NOAA NCEI THREDDS CFSv2 individual-run precipitation accumulated over the target SPI window and mapped to monthly dry-fraction probability. Uses validation-only calibration; source_model=NCEI_NMME_CFSv2_PR_6h.,outputs/operational_ncei_cfsv2_spi3_lead3_monthly_scores.csv
operational_dynamical_benchmark,operational_spi3_lead3_ncei_cfsv2_anomaly,California Central Valley,SPI-3 dry fraction,3,NCEI CFSv2 precipitation forecast selected,selected,55,0.09297869115276171,0.12115542447626809,-0.3030450630587249,-1.2015768152659527,0.20004072785933782,,,,not_distinguishable_from_climatology,True,NOAA NCEI THREDDS CFSv2 individual-run precipitation accumulated over the target SPI window and mapped to monthly dry-fraction probability. Uses validation-only calibration; source_model=NCEI_NMME_CFSv2_PR_6h.,outputs/operational_ncei_cfsv2_spi3_lead3_monthly_scores.csv
operational_dynamical_benchmark,operational_spi3_lead3_ncei_cfsv2_rawamount,California Central Valley,SPI-3 dry fraction,3,NCEI CFSv2 precipitation forecast isotonic,isotonic,55,0.09297869115276171,0.09574150372560895,-0.029714470472680832,-0.16011611305703077,0.059357759584756344,,,,not_distinguishable_from_climatology,False,NOAA NCEI THREDDS CFSv2 individual-run precipitation accumulated over the target SPI window and mapped to monthly dry-fraction probability. Uses validation-only calibration; source_model=NCEI_NMME_CFSv2_PR_6h.,outputs/operational_ncei_cfsv2_spi3_lead3_rawamount_monthly_scores.csv
operational_dynamical_benchmark,operational_spi3_lead3_ncei_cfsv2_rawamount,California Central Valley,SPI-3 dry fraction,3,NCEI CFSv2 precipitation forecast selected,selected,55,0.09297869115276171,0.09574150372560895,-0.029714470472680832,-0.16641301264733988,0.058853007921826336,,,,not_distinguishable_from_climatology,True,NOAA NCEI THREDDS CFSv2 individual-run precipitation accumulated over the target SPI window and mapped to monthly dry-fraction probability. Uses validation-only calibration; source_model=NCEI_NMME_CFSv2_PR_6h.,outputs/operational_ncei_cfsv2_spi3_lead3_rawamount_monthly_scores.csv
operational_dynamical_benchmark,operational_spi3_lead3_nmme_anomaly,California Central Valley,SPI-3 dry fraction,3,CPC NMME anomaly forecast isotonic,isotonic,59,0.08764639097130043,0.08012611053309211,0.08580251114584758,-0.21975876558758234,0.2659435132818959,,,,positive_uncertain,False,CPC NMME precipitation-anomaly forecast mapped to monthly dry-fraction probability. Uses validation-only calibration; source_model=CPC_NMME_ENSMEAN.,outputs/operational_nmme_cpc_spi3_lead3_monthly_scores.csv
operational_dynamical_benchmark,operational_spi3_lead3_nmme_anomaly,California Central Valley,SPI-3 dry fraction,3,CPC NMME anomaly forecast selected,selected,59,0.08764639097130043,0.08012611053309211,0.08580251114584758,-0.273687050254292,0.26414670620745745,,,,positive_uncertain,True,CPC NMME precipitation-anomaly forecast mapped to monthly dry-fraction probability. Uses validation-only calibration; source_model=CPC_NMME_ENSMEAN.,outputs/operational_nmme_cpc_spi3_lead3_monthly_scores.csv
operational_dynamical_benchmark,operational_spi3_lead3_nmme_probability,California Central Valley,SPI-3 dry fraction,3,CPC NMME probability forecast isotonic,isotonic,51,0.09499702803131554,0.11510943263056339,-0.2117161454000207,-1.090529316499726,0.1771137994334269,,,,not_distinguishable_from_climatology,False,Official CPC NMME below-normal precipitation probability mapped to monthly dry-fraction probability. Uses validation-only calibration; source_model=CPC_NMME_PROB_ADJ_MON.,outputs/operational_nmme_cpc_prob_spi3_lead3_monthly_scores.csv
operational_dynamical_benchmark,operational_spi3_lead3_nmme_probability,California Central Valley,SPI-3 dry fraction,3,CPC NMME probability forecast raw,raw,51,0.09499702803131554,0.09434035723570418,0.00691254041542122,-0.5500473802535453,0.24646935825418997,,,,positive_uncertain,True,Official CPC NMME below-normal precipitation probability mapped to monthly dry-fraction probability. Uses validation-only calibration; source_model=CPC_NMME_PROB_ADJ_MON.,outputs/operational_nmme_cpc_prob_spi3_lead3_monthly_scores.csv
operational_dynamical_benchmark,operational_spi3_lead3_nmme_probability,California Central Valley,SPI-3 dry fraction,3,CPC NMME probability forecast selected,selected,51,0.09499702803131554,0.11510943263056339,-0.2117161454000207,-1.1019751607370796,0.1688146554057696,,,,not_distinguishable_from_climatology,True,Official CPC NMME below-normal precipitation probability mapped to monthly dry-fraction probability. Uses validation-only calibration; source_model=CPC_NMME_PROB_ADJ_MON.,outputs/operational_nmme_cpc_prob_spi3_lead3_monthly_scores.csv
operational_dynamical_benchmark,operational_spi6_lead6_nmme_anomaly,California Central Valley,SPI-6 dry fraction,6,CPC NMME anomaly forecast isotonic,isotonic,62,0.1269486677442054,0.17060974464660086,-0.3439270193080728,-1.1843071274485086,0.10805955416329449,,,,not_distinguishable_from_climatology,False,CPC NMME precipitation-anomaly forecast mapped to monthly dry-fraction probability. Uses validation-only calibration; source_model=CPC_NMME_ENSMEAN.,outputs/operational_nmme_cpc_spi6_lead6_monthly_scores.csv
operational_dynamical_benchmark,operational_spi6_lead6_nmme_anomaly,California Central Valley,SPI-6 dry fraction,6,CPC NMME anomaly forecast selected,selected,62,0.1269486677442054,0.17060974464660086,-0.3439270193080728,-1.1679215571221195,0.11278209378951812,,,,not_distinguishable_from_climatology,True,CPC NMME precipitation-anomaly forecast mapped to monthly dry-fraction probability. Uses validation-only calibration; source_model=CPC_NMME_ENSMEAN.,outputs/operational_nmme_cpc_spi6_lead6_monthly_scores.csv
operational_dynamical_benchmark,operational_spi6_lead6_nmme_probability,California Central Valley,SPI-6 dry fraction,6,CPC NMME probability forecast isotonic,isotonic,49,0.10418852310449889,0.14676329082894926,-0.4086320302452966,-1.660228434866115,0.1589342633438348,,,,not_distinguishable_from_climatology,False,Official CPC NMME below-normal precipitation probability mapped to monthly dry-fraction probability. Uses validation-only calibration; source_model=CPC_NMME_PROB_ADJ_MON.,outputs/operational_nmme_cpc_prob_spi6_lead6_monthly_scores.csv
operational_dynamical_benchmark,operational_spi6_lead6_nmme_probability,California Central Valley,SPI-6 dry fraction,6,CPC NMME probability forecast raw,raw,49,0.10418852310449889,0.10051030489406455,0.03530348737878897,-0.4442108138905876,0.26807806837004583,,,,positive_uncertain,True,Official CPC NMME below-normal precipitation probability mapped to monthly dry-fraction probability. Uses validation-only calibration; source_model=CPC_NMME_PROB_ADJ_MON.,outputs/operational_nmme_cpc_prob_spi6_lead6_monthly_scores.csv
operational_dynamical_benchmark,operational_spi6_lead6_nmme_probability,California Central Valley,SPI-6 dry fraction,6,CPC NMME probability forecast selected,selected,49,0.10418852310449889,0.14676329082894926,-0.4086320302452966,-1.7077168245395415,0.1677280405208525,,,,not_distinguishable_from_climatology,True,Official CPC NMME below-normal precipitation probability mapped to monthly dry-fraction probability. Uses validation-only calibration; source_model=CPC_NMME_PROB_ADJ_MON.,outputs/operational_nmme_cpc_prob_spi6_lead6_monthly_scores.csv
